Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK7803,2024-11-27,DXB,AMM,DXB-AMM,Boeing 787-9,296,244,0.8255,3.2,Shoulder,Short Haul,Medium,65998.57,9387.51,75386.08,16336.04,7040.0,3840.0,10240.0,1920.0,2123.45,3034.28,4978.89,1472.39,10305.42,6780.29,12842.08,2684.48,3356.84,86954.15,-11568.07,-15.35,11,Nov,4,Wednesday,2024-11,48,39376.04,11609.009999999998,35969.11,308.9593442622951,356.3694672131147,-47.41012295081967,947.2,79.58834459459459,91.80125633445945,False
EK4182,2024-05-18,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,277,0.6995,6.5,Normal,Long Haul,Medium,351135.14,41146.47,392281.61,58234.47,22750.0,9750.0,29250.0,5200.0,3782.25,5134.08,4932.69,3804.49,50389.93,8292.51,47324.28,14386.87,2500.7,265732.28,126549.33,32.26,5,May,2,Saturday,2024-05,20,125184.47,17653.510000000002,122894.29,1416.1790974729242,959.3223104693142,456.8567870036101,2574.0,152.40155788655787,103.23709401709402,True
EK3638,2024-04-20,DXB,ORD,DXB-ORD,Airbus A350-900,325,226,0.6982,14.5,Shoulder,Long Haul,Medium,352489.06,36032.61,388521.68,95437.01,34800.0,18850.0,50750.0,9425.0,3800.58,3145.83,4576.84,7069.89,63979.51,3549.62,63288.18,21152.29,3236.13,383060.88,5460.8,1.41,4,Apr,2,Saturday,2024-04,16,209262.01,18593.14,155205.73,1719.1224778761061,1694.9596460176992,24.16283185840708,4712.5,82.44491883289125,81.28612838196287,True
EK5245,2024-07-15,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,325,0.8216,7.0,Low,Medium Haul,High,180429.06,24258.33,204687.39,54168.26,24500.0,10500.0,31500.0,5600.0,6780.8,5463.39,2668.72,4308.87,33887.31,6544.23,46275.68,10503.12,4424.7,247125.08,-42437.69,-20.73,7,Jul,3,Monday,2024-07,29,126268.26000000001,19221.78,101635.04,629.8073538461539,760.3848615384615,-130.5775076923077,2772.0,73.84104978354979,89.15046176046175,False
EK8017,2024-11-08,DXB,CMB,DXB-CMB,Airbus A350-900,325,240,0.7415,4.5,Shoulder,Medium Haul,Medium,115224.16,14609.42,129833.59,28076.15,10800.0,5850.0,15750.0,2925.0,2289.43,4418.63,2580.84,2286.59,21586.02,4097.35,21045.49,5880.45,2332.75,129918.69,-85.1,-0.07,11,Nov,4,Friday,2024-11,45,63401.15,11575.49,54942.06,540.9732916666667,541.3278750000001,-0.3545833333333333,1462.5,88.77510427350427,88.8332923076923,False
EK3302,2024-04-28,DXB,HYD,DXB-HYD,Airbus A350-900,325,249,0.7675,4.2,Shoulder,Medium Haul,Medium,170927.93,18164.74,189092.67,27195.73,10080.0,5460.0,14700.0,2730.0,4074.84,4375.96,4536.04,2553.55,23852.28,5664.07,24163.66,7474.73,2855.67,139716.53,49376.14,26.11,4,Apr,2,Sunday,2024-04,17,60165.729999999996,15540.39,64010.40999999999,759.4083132530121,561.110562248996,198.29775100401605,1365.0,138.52942857142858,102.35643223443223,True
EK3476,2024-04-07,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,335,0.8484,8.5,Shoulder,Long Haul,High,786438.39,113428.83,899867.22,70030.35,29750.0,12750.0,38250.0,6800.0,6273.52,10697.34,5574.8,4483.98,116448.73,5746.85,49685.28,52476.36,3474.29,412441.51,487425.71,54.17,4,Apr,2,Sunday,2024-04,14,157580.35,27029.64,227831.50999999998,2686.170805970149,1231.1686865671643,1455.002119402985,3366.0,267.34023172905523,122.53164289958409,True
EK3577,2024-04-19,DXB,FRA,DXB-FRA,Airbus A380,517,462,0.8941,6.5,Shoulder,Long Haul,High,819017.16,94060.7,913077.86,78381.55,32500.0,13000.0,39000.0,6500.0,11841.88,14218.82,2588.18,3462.16,155838.78,8946.73,63775.67,51927.87,6677.75,488659.38,424418.48,46.48,4,Apr,2,Friday,2024-04,16,169381.55,32111.039999999997,287166.8,1976.3590043290044,1057.7042857142858,918.6547186147186,3360.5,271.70893021871746,145.41270049099836,True
EK6758,2024-09-19,DXB,SYD,DXB-SYD,Boeing 777-300ER,396,353,0.8923,14.5,Normal,Long Haul,High,845712.86,86192.27,931905.14,120341.36,50750.0,21750.0,65250.0,11600.0,11123.71,8426.75,2408.9,8249.14,121493.92,6863.63,88687.77,45767.42,4926.52,567639.13,364266.0,39.09,9,Sep,3,Thursday,2024-09,38,269691.36,30208.5,267739.26,2639.9579036827195,1608.0428611898017,1031.915014164306,5742.0,162.29626262626263,98.85738941135493,True
EK1263,2024-01-17,DXB,IST,DXB-IST,Airbus A350-900,325,279,0.8601,5.0,Peak,Medium Haul,High,141105.24,19747.86,160853.09,32429.73,12000.0,6500.0,17500.0,3250.0,2462.23,5530.52,3933.89,3538.96,27736.34,5483.85,23638.35,5299.71,4150.38,153453.98,7399.11,4.6,1,Jan,1,Wednesday,2024-01,3,71679.73,15465.599999999999,66308.63,576.5343727598566,550.0142652329749,26.52010752688172,1625.0,98.98651692307692,94.43321846153847,True
EK8195,2024-11-28,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,294,0.7437,7.5,Shoulder,Long Haul,Medium,601008.27,87022.81,688031.08,67852.5,26250.0,11250.0,33750.0,6000.0,4258.3,8018.6,3143.89,3004.85,111079.97,5341.91,47412.32,38761.14,2784.66,368908.14,319122.94,46.38,11,Nov,4,Thursday,2024-11,48,145102.5,18425.64,205380.00000000003,2340.241768707483,1254.7895918367346,1085.4521768707484,2970.0,231.66029629629628,124.21149494949495,True
EK8823,2024-12-14,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,375,0.9471,8.5,Peak,Long Haul,High,783786.74,93943.87,877730.62,69239.13,29750.0,12750.0,38250.0,6800.0,7865.98,5239.83,4809.52,5985.74,133162.67,7451.43,45647.55,30632.04,3274.46,400858.37,476872.25,54.33,12,Dec,4,Saturday,2024-12,50,156789.13,23901.07,220168.15000000002,2340.6149866666665,1068.9556533333334,1271.6593333333333,3366.0,260.7637017231135,119.0904248366013,True
EK6790,2024-09-06,DXB,SIN,DXB-SIN,Boeing 787-9,296,236,0.7983,7.5,Normal,Long Haul,High,289588.16,41283.99,330872.15,43830.4,16500.0,9000.0,24000.0,4500.0,6784.32,6591.6,3175.27,5752.12,43970.03,5241.21,35567.15,16499.87,3271.45,224683.43,106188.72,32.09,9,Sep,3,Friday,2024-09,36,97830.4,22303.309999999998,104549.70999999999,1402.0006355932205,952.0484322033898,449.9522033898305,2220.0,149.04150900900902,101.20875225225225,True
EK5091,2024-07-06,DXB,BAH,DXB-BAH,Boeing 737-800,189,156,0.8273,1.3,Low,Short Haul,High,49451.68,5714.68,55166.36,3519.88,1560.0,1040.0,2340.0,390.0,2977.91,5080.0,5433.49,984.19,8199.91,2545.15,7239.74,2826.37,1833.57,45970.21,9196.15,16.67,7,Jul,3,Saturday,2024-07,27,8849.880000000001,14475.59,22644.739999999998,353.6305128205128,294.68083333333334,58.94967948717949,245.70000000000002,224.52730972730973,187.09894179894178,True
EK7587,2024-10-15,DXB,LAX,DXB-LAX,Airbus A350-900,325,242,0.7446,16.0,Shoulder,Long Haul,Medium,240792.02,33929.97,274721.99,100602.38,38400.0,20800.0,56000.0,10400.0,2012.06,5442.2,5203.32,6862.41,47385.31,4301.67,76132.02,15087.78,2909.54,391538.7,-116816.71,-42.52,10,Oct,4,Tuesday,2024-10,42,226202.38,19519.989999999998,145816.32,1135.2148347107438,1617.9285123966943,-482.7136776859504,5200.0,52.83115192307692,75.29590384615385,False
EK1997,2024-02-25,DXB,MAA,DXB-MAA,Boeing 787-9,296,225,0.7631,4.5,Peak,Medium Haul,Medium,98086.73,13979.29,112066.02,24178.19,9900.0,5400.0,14400.0,2700.0,4258.91,5948.74,5281.6,3135.9,14381.64,5043.84,24746.65,5318.56,2637.79,127331.82,-15265.8,-13.62,2,Feb,1,Sunday,2024-02,8,56578.19,18625.15,52128.48,498.07120000000003,565.9192,-67.848,1332.0,84.13364864864865,95.59445945945946,False
EK7468,2024-10-22,DXB,HKG,DXB-HKG,Boeing 787-9,296,267,0.9039,8.5,Shoulder,Long Haul,High,447546.58,49383.38,496929.95,47494.59,18700.0,10200.0,27200.0,5100.0,5521.12,4257.49,5841.72,4179.2,72649.15,4065.99,41300.82,25732.97,3573.03,275816.07,221113.88,44.5,10,Oct,4,Tuesday,2024-10,43,108694.59,19799.530000000002,147321.96,1861.160861423221,1033.018988764045,828.1418726591761,2516.0,197.5079292527822,109.62482909379969,True
EK7399,2024-10-16,DXB,SYD,DXB-SYD,Airbus A380,517,449,0.869,14.5,Shoulder,Long Haul,High,849450.98,111178.06,960629.05,160038.97,72500.0,29000.0,87000.0,14500.0,10524.58,6220.91,5997.07,11026.75,154194.51,6979.52,121128.41,34280.74,5720.75,719112.2,241516.84,25.14,10,Oct,4,Wednesday,2024-10,42,363038.97,33769.31,322303.93,2139.4856347438754,1601.5861915367482,537.899420935412,7496.5,128.14367371440005,95.92639231641432,True
EK3024,2024-04-12,DXB,MCT,DXB-MCT,Boeing 737-800,189,155,0.825,1.2,Shoulder,Short Haul,High,41336.5,4616.01,45952.51,2944.29,1440.0,960.0,2160.0,360.0,3612.64,2639.42,2946.38,840.3,5886.4,2796.72,5180.91,2101.96,1389.54,35258.58,10693.93,23.27,4,Apr,2,Friday,2024-04,15,7864.29,10038.739999999998,17355.53,296.46780645161294,227.47470967741936,68.99309677419355,226.79999999999998,202.61247795414465,155.46111111111114,True
EK1503,2024-01-10,DXB,HKG,DXB-HKG,Airbus A380,517,491,0.95,8.5,Peak,Long Haul,High,851153.51,124276.67,975430.19,103979.59,42500.0,17000.0,51000.0,8500.0,4693.21,10813.679999999935,5503.73,4250.07,164128.63,8390.03,79727.71,41445.41,4613.76,546545.82,428884.37,43.97,1,Jan,1,Wednesday,2024-01,2,222979.59,25260.689999999933,298305.54000000004,1986.619531568228,1113.1279429735232,873.4915885947047,4394.5,221.96613721697574,124.37042211855727,True
EK8900,2024-12-16,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,368,0.9313,6.5,Peak,Long Haul,High,608854.74,67026.35,675881.09,55572.2,22750.0,9750.0,29250.0,5200.0,10860.64,5133.01,2732.3600000000442,4745.7,114893.28,6081.32,41470.1,23227.12,5200.11,336865.84,339015.25,50.16,12,Dec,4,Monday,2024-12,51,122522.2,23471.710000000046,190871.93,1836.6333967391304,915.3963043478261,921.2370923913044,2574.0,262.580066045066,130.87250971250972,True
EK1800,2024-02-19,DXB,RUH,DXB-RUH,Boeing 737-800,189,161,0.8542,2.2,Peak,Short Haul,Medium,55213.12,6420.8,61633.92,5139.8,2640.0,1760.0,3960.0,660.0,3729.94,4031.14,4459.240000000005,1524.87,10136.29,4543.96,9115.23,3327.13,2028.72,57056.32,4577.6,7.43,2,Feb,1,Monday,2024-02,8,14159.8,13745.190000000006,29151.33,382.8193788819876,354.3870807453416,28.432298136645965,415.8,148.22972582972582,137.22058682058682,True
EK5689,2024-08-02,DXB,MCT,DXB-MCT,Boeing 737-800,189,139,0.7401,1.2,Low,Short Haul,High,21481.64,2494.28,23975.91,3296.73,1440.0,960.0,2160.0,360.0,4141.58,1710.3,3093.21,669.59,3313.98,2781.01,4644.1,1284.3,2036.33,31891.12,-7915.21,-33.01,8,Aug,3,Friday,2024-08,31,8216.73,9614.68,14059.72,172.48856115107913,229.4325179856115,-56.94395683453237,226.79999999999998,105.7138888888889,140.61340388007056,False
EK4574,2024-06-03,DXB,IST,DXB-IST,Boeing 787-9,296,213,0.7223,5.0,Low,Medium Haul,High,137042.39,18642.92,155685.32,26176.95,11000.0,6000.0,16000.0,3000.0,2623.29,4661.14,5385.93,3409.56,22410.38,5721.37,21632.35,8791.21,2977.28,139789.45,15895.86,10.21,6,Jun,2,Monday,2024-06,23,62176.95,16079.92,61532.59,730.9169953051644,656.2884976525822,74.62845070422536,1480.0,105.1927837837838,94.45233108108108,True
EK7209,2024-10-23,DXB,IST,DXB-IST,Airbus A350-900,325,307,0.945,5.0,Shoulder,Medium Haul,High,156155.47,21337.24,177492.71,29488.63,12000.0,6500.0,17500.0,3250.0,3981.38,10213.56,3572.37,3787.46,25889.18,8319.7,29074.4,8708.3,2895.44,165180.41,12312.31,6.94,10,Oct,4,Wednesday,2024-10,43,68738.63,21554.769999999997,74887.02,578.1521498371335,538.0469381107492,40.10524429967427,1625.0,109.22628307692307,101.64948307692308,True
EK6964,2024-09-08,DXB,ORD,DXB-ORD,Airbus A350-900,325,224,0.6917,14.5,Normal,Long Haul,Medium,273720.98,34180.56,307901.54,81060.33,34800.0,18850.0,50750.0,9425.0,3875.32,4838.74,5665.02,9404.09,37680.88,6678.58,55274.17,12823.37,2099.8,333225.29,-25323.75,-8.22,9,Sep,3,Sunday,2024-09,36,194885.33000000002,23783.17,114556.8,1374.5604464285714,1487.6129017857143,-113.05245535714286,4712.5,65.33719681697612,70.71093687002652,False
EK6931,2024-09-22,DXB,LAX,DXB-LAX,Airbus A350-900,325,241,0.7416,16.0,Normal,Long Haul,Medium,287302.72,37645.31,324948.02,102890.58,38400.0,20800.0,56000.0,10400.0,4919.69,3142.15,3012.66,8367.73,42943.73,6367.99,66621.71,10365.71,2028.54,376260.5,-51312.48,-15.79,9,Sep,3,Sunday,2024-09,38,228490.58000000002,19442.23,128327.68000000001,1348.3320331950208,1561.246887966805,-212.91485477178423,5200.0,62.49000384615385,72.35778846153846,False
EK4135,2024-05-13,DXB,SIN,DXB-SIN,Airbus A380,517,422,0.8169,7.5,Normal,Long Haul,High,695180.35,76654.82,771835.17,96512.18,37500.0,15000.0,45000.0,7500.0,5078.06,10642.36,5333.23000000004,5715.41,118402.43,7154.5,74261.96,31959.67,3749.26,463809.06,308026.11,39.91,5,May,2,Monday,2024-05,20,201512.18,26769.06000000004,235527.82,1828.9932938388627,1099.0736018957346,729.9196919431279,3877.5,199.05484719535784,119.61548936170213,True
EK6920,2024-09-02,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,285,0.7198,16.0,Normal,Long Haul,Medium,451373.79,50084.85,501458.64,138833.66,56000.0,24000.0,72000.0,12800.0,4663.29,7288.57,4177.39,10809.81,69904.89,7304.94,82323.74,20983.43,2800.61,513890.33,-12431.69,-2.48,9,Sep,3,Monday,2024-09,36,303633.66000000003,26939.059999999998,183317.61,1759.5040000000001,1803.1239649122808,-43.6199649122807,6336.0,79.14435606060606,81.1064283459596,False
EK6314,2024-08-11,DXB,ORD,DXB-ORD,Airbus A350-900,325,190,0.585,14.5,Low,Long Haul,Medium,267074.09,36548.95,303623.04,80732.69,34800.0,18850.0,50750.0,9425.0,3714.99,4920.66,3981.86,10472.18,37531.66,3311.78,61121.68,14612.48,2173.25,336398.22,-32775.18,-10.79,8,Aug,3,Sunday,2024-08,32,194557.69,23089.690000000002,118750.84999999999,1598.0159999999998,1770.516947368421,-172.50094736842107,4712.5,64.42929230769231,71.38423766578249,False
EK1696,2024-02-13,DXB,MCT,DXB-MCT,Boeing 737-800,189,168,0.893,1.2,Peak,Short Haul,High,44318.76,6316.72,50635.49,3150.42,1440.0,960.0,2160.0,360.0,2069.08,4972.18,2820.52,644.3,8121.86,3620.36,6052.38,1550.53,1940.89,39862.51,10772.98,21.28,2,Feb,1,Tuesday,2024-02,7,8070.42,10506.08,21286.019999999997,301.40172619047615,237.27684523809526,64.12488095238095,226.79999999999998,223.26053791887125,175.7606261022928,True
EK1682,2024-02-19,DXB,DOH,DXB-DOH,Airbus A320,180,171,0.95,1.5,Peak,Short Haul,High,45875.99,4763.81,50639.8,3587.15,1725.0,1170.0,2550.0,420.0,2747.13,3575.27,4978.12,781.37,8063.49,3018.06,5969.96,1858.62,2404.08,42848.24,7791.56,15.39,2,Feb,1,Monday,2024-02,8,9452.15,12081.890000000001,21314.21,296.13918128654973,250.5745029239766,45.564678362573105,270.0,187.55481481481482,158.6971851851852,True
EK2087,2024-02-04,DXB,JFK,DXB-JFK,Airbus A380,517,466,0.9027,14.0,Peak,Long Haul,High,585690.6,74517.68,660208.29,153856.21,70000.0,28000.0,84000.0,14000.0,10419.64,6614.89,5580.79,7797.44,97125.55,8886.03,122944.16,27050.29,5692.63,641967.62,18240.66,2.76,2,Feb,1,Sunday,2024-02,5,349856.20999999996,30412.76,261698.66,1416.7559871244637,1377.6129184549357,39.14304721030043,7238.0,91.21418762088976,88.69406189555126,True
EK3603,2024-04-11,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,311,0.7858,16.0,Shoulder,Long Haul,Medium,487235.42,70615.12,557850.55,135757.29,56000.0,24000.0,72000.0,12800.0,3996.41,4584.68,2903.63,11979.03,68396.71,4913.5,106606.19,24044.82,3572.38,531554.63,26295.91,4.71,4,Apr,2,Thursday,2024-04,15,300557.29000000004,23463.75,207533.60000000003,1793.7316720257236,1709.1788745980707,84.55276527331189,6336.0,88.04459438131313,83.89435448232324,True
EK5614,2024-07-15,DXB,SFO,DXB-SFO,Airbus A350-900,325,197,0.6088,16.5,Low,Long Haul,Medium,213780.82,28624.36,242405.18,91190.57,39600.0,21450.0,57750.0,10725.0,3357.55,6076.1,3386.4,8343.74,33552.21,4417.3,81154.07,9009.15,2603.79,372615.87,-130210.69,-53.72,7,Jul,3,Monday,2024-07,29,220715.57,21163.79,130736.52,1230.4831472081219,1891.451116751269,-660.9679695431472,5362.5,45.20376317016317,69.48547692307692,False
EK5764,2024-08-27,DXB,RUH,DXB-RUH,Airbus A320,180,122,0.6806,2.2,Low,Short Haul,Medium,18154.88,2603.04,20757.92,4908.62,2530.0,1716.0,3740.0,616.0,2479.04,3846.42,5393.0,1472.97,3548.2,3449.75,7470.51,891.98,1075.89,43138.38,-22380.46,-107.82,8,Aug,3,Tuesday,2024-08,35,13510.619999999999,13191.429999999998,16436.329999999998,170.14688524590161,353.59327868852455,-183.44639344262293,396.00000000000006,52.418989898989885,108.935303030303,False
EK3892,2024-05-08,DXB,IST,DXB-IST,Airbus A350-900,325,286,0.883,5.0,Normal,Medium Haul,High,175593.86,19382.34,194976.2,28869.95,12000.0,6500.0,17500.0,3250.0,4394.57,7843.41,3868.39,3662.26,27713.51,6131.46,24303.6,9361.22,2660.03,158058.4,36917.8,18.93,5,May,2,Wednesday,2024-05,19,68119.95,19768.629999999997,70169.81999999999,681.7349650349651,552.6517482517482,129.08321678321678,1625.0,119.98535384615386,97.26670769230769,True
EK1319,2024-01-09,DXB,HYD,DXB-HYD,Airbus A350-900,325,256,0.788,4.2,Peak,Medium Haul,Medium,229932.62,23737.21,253669.84,27595.05,10080.0,5460.0,14700.0,2730.0,3015.89,6575.13,5962.65,2147.91,32308.84,7058.34,24549.81,13039.85,3090.8,158314.27,95355.57,37.59,1,Jan,1,Tuesday,2024-01,2,60565.05,17701.58,80047.64000000001,990.8978125,618.4151171875,372.4826953125,1365.0,185.8387106227106,115.98115018315018,True
EK7837,2024-11-09,DXB,BOM,DXB-BOM,Boeing 787-9,296,272,0.9199,3.2,Shoulder,Medium Haul,High,231292.94,25115.22,256408.16,16012.93,7040.0,3840.0,10240.0,1920.0,7318.74,8673.15,4465.02,2039.22,31634.13,7981.41,15815.39,12543.61,3742.02,133265.61,123142.55,48.03,11,Nov,4,Saturday,2024-11,45,39052.93,22496.13,71716.56000000001,942.6770588235295,489.94709558823524,452.7299632352941,947.2,270.7011824324324,140.69426731418918,True
EK6958,2024-09-01,DXB,ORD,DXB-ORD,Airbus A350-900,325,224,0.6894,14.5,Normal,Long Haul,Medium,218472.45,30411.14,248883.59,93741.31,34800.0,18850.0,50750.0,9425.0,3156.33,3734.26,2209.34,8289.22,38942.14,4667.08,60481.12,8122.39,1977.07,339145.25,-90261.66,-36.27,9,Sep,3,Sunday,2024-09,35,207566.31,17389.15,114189.8,1111.0874553571427,1514.041294642857,-402.9538392857143,4712.5,52.813493899204246,71.96716180371352,False
EK8768,2024-12-16,DXB,MEL,DXB-MEL,Airbus A350-900,325,267,0.823,13.5,Peak,Long Haul,Medium,516608.18,55320.16,571928.33,86335.1,32400.0,17550.0,47250.0,8775.0,4653.08,5200.48,5522.24,10453.12,81398.13,6906.04,67119.33,21079.85,3415.34,398057.72,173870.61,30.4,12,Dec,4,Monday,2024-12,51,192310.1,25828.92,179918.69,2142.053670411985,1490.852883895131,651.2007865168539,4387.5,130.35403532763533,90.72540626780626,True
EK8855,2024-12-08,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,289,0.7303,7.5,Peak,Long Haul,Medium,434496.6,60377.23,494873.84,63418.19,26250.0,11250.0,33750.0,6000.0,2835.79,8564.51,4401.33,3405.9,59650.37,6092.45,42027.09,25991.79,3470.16,297107.6,197766.23,39.96,12,Dec,4,Sunday,2024-12,49,140668.19,19207.53,137231.86000000002,1712.3662283737026,1028.0539792387542,684.312214532872,2970.0,166.62418855218857,100.03622895622895,True
EK7449,2024-10-02,DXB,SIN,DXB-SIN,Airbus A380,517,434,0.8409,7.5,Shoulder,Long Haul,High,574519.76,77113.29,651633.05,87049.92,37500.0,15000.0,45000.0,7500.0,6951.33,6468.86,2739.92,5682.48,84681.49,6719.5,52399.27,22178.22,4777.02,384648.02,266985.03,40.97,10,Oct,4,Wednesday,2024-10,40,192049.91999999998,21842.589999999997,170755.5,1501.4586405529956,886.2857603686637,615.1728801843319,3877.5,168.05494519664734,99.20000515796261,True
EK1315,2024-01-12,DXB,HYD,DXB-HYD,Boeing 787-9,296,245,0.8288,4.2,Peak,Medium Haul,Medium,121676.87,12754.8,134431.67,21361.93,9240.0,5040.0,13440.0,2520.0,3805.38,6251.14,2800.1,2933.61,21540.8,3782.53,17052.87,5151.59,2954.27,117874.22,16557.45,12.32,1,Jan,1,Friday,2024-01,2,51601.93,15790.230000000001,50482.05999999999,548.7006938775511,481.11926530612243,67.58142857142857,1243.2,108.13358268983269,94.81517052767053,True
EK1318,2024-01-22,DXB,HYD,DXB-HYD,Airbus A350-900,325,270,0.8318,4.2,Peak,Medium Haul,Medium,171255.87,20790.140000000014,192046.01,26998.14,10080.0,5460.0,14700.0,2730.0,4684.26,8223.13,5756.33,2809.12,27279.46,4101.78,24959.0,8045.02,3147.83,148974.08,43071.93,22.43,1,Jan,1,Monday,2024-01,4,59968.14,21472.84,67533.09,711.2815185185185,551.7558518518518,159.52566666666667,1365.0,140.69304761904763,109.13852014652014,True
EK6006,2024-08-11,DXB,KHI,DXB-KHI,Airbus A320,180,111,0.622,2.5,Low,Medium Haul,Medium,64504.78,8794.98,73299.76,5764.71,2875.0,1950.0,4250.0,700.0,2728.45,1751.71,5309.93,1454.71,12287.44,1750.11,6505.91,3472.12,1180.82,51980.92,21318.84,29.08,8,Aug,3,Sunday,2024-08,32,15539.71,11244.8,25196.399999999998,660.3581981981981,468.29657657657657,192.0616216216216,450.0,162.88835555555553,115.51315555555556,True
EK1763,2024-02-11,DXB,BAH,DXB-BAH,Airbus A320,180,171,0.95,1.3,Peak,Short Haul,High,45266.49,5932.58,51199.07,3421.97,1495.0,1014.0,2210.0,364.0,4494.17,3194.15,5852.52,932.78,6499.71,3344.78,6733.96,3049.13,2301.95,44908.11,6290.96,12.29,2,Feb,1,Sunday,2024-02,6,8504.97,14473.62,21929.530000000002,299.40976608187134,262.6205263157895,36.78923976608187,234.0,218.79944444444445,191.915,True
EK7425,2024-10-15,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,313,0.7913,13.5,Shoulder,Long Haul,Medium,401041.86,47333.03,448374.89,124736.18,47250.0,20250.0,60750.0,10800.0,4624.1,9359.74,4741.12,8116.92,75362.27,9155.02,97330.82,21660.64,3432.52,497569.34,-49194.44,-10.97,10,Oct,4,Tuesday,2024-10,42,263786.18,26841.879999999997,206941.27,1432.5076357827477,1589.6784025559107,-157.17073482428117,5346.0,83.87109801720914,93.07320239431351,False
EK1927,2024-02-12,DXB,IST,DXB-IST,Airbus A350-900,325,305,0.9403,5.0,Peak,Medium Haul,High,235730.5,34567.69,270298.19,27064.24,12000.0,6500.0,17500.0,3250.0,4567.71,4656.09,3913.55,3797.29,42328.07,8010.38,22367.12,8568.44,3033.52,167556.41,102741.78,38.01,2,Feb,1,Monday,2024-02,7,66314.24,16934.64,84307.53,886.2235737704918,549.3652786885247,336.8582950819672,1625.0,166.3373476923077,103.11163692307693,True
EK5959,2024-08-10,DXB,BLR,DXB-BLR,Airbus A350-900,325,196,0.6056,4.5,Low,Medium Haul,Medium,77097.94,9524.49,86622.44,29242.15,10800.0,5850.0,15750.0,2925.0,4398.82,5532.96,2736.37,3341.46,14330.73,5306.63,19554.47,3445.82,2928.68,126143.09,-39520.66,-45.62,8,Aug,3,Saturday,2024-08,32,64567.15,16009.609999999997,45566.33,441.95122448979595,643.587193877551,-201.6360204081633,1462.5,59.2290188034188,86.25168547008546,False
EK7659,2024-11-11,DXB,DOH,DXB-DOH,Boeing 737-800,189,160,0.849,1.5,Shoulder,Short Haul,High,43653.74,6231.25,49884.99,3766.53,1800.0,1200.0,2700.0,450.0,2750.51,2691.89,2469.2,1056.66,8122.23,4754.9,6035.68,1570.37,1501.18,40869.15,9015.85,18.07,11,Nov,4,Monday,2024-11,46,9916.53,8968.26,21984.359999999997,311.7811875,255.4321875,56.3490625,283.5,175.96116402116402,144.15925925925927,True
